"PT_NUMBER","PLANT","SRC_UNIT","NUCLIDE","ACTIVITY","ACT_UNITS","Max0Avg1Sum2","NUCTYPEIMPTYPE","SOURCE","STARTDATE","ENDDATE","DURATION_MIN","FLOW_RATE","FLOW_UNITS","REL_VOL","REL_UNITS","RELEASE_SOURCE","DISCHARGE_POINT","REL_MODE_OR_DIL","IS_MDA","BATCHORCONT","ALLOCATION_PERCENT"
2016120,"Quad Cities","Unit 1","CO-60","1.20E-12","uCi/cc","","","",3/29/2016 7:23:00,4/3/2016 18:49:00,7886.00,"9.60E+04","cfm","7.57E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016122,"Quad Cities","Unit 2","CO-60","1.24E-12","uCi/cc","","","",3/29/2016 7:23:00,4/3/2016 16:51:00,7768.00,"6.40E+04","cfm","4.97E+08","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016124,"Quad Cities","Unit 1","C-14","4.41E-09","uCi/cc","","","",3/1/2016 0:00:00,4/1/2016 0:00:00,44640.00,"3.45E+05","cfm","1.54E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016124,"Quad Cities","Unit 1","H-3","1.02E-08","uCi/cc","","","",3/1/2016 0:00:00,4/1/2016 0:00:00,44640.00,"3.45E+05","cfm","1.54E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016124,"Quad Cities","Unit 1","SR-89","1.02E-13","uCi/cc","","","",3/1/2016 0:00:00,4/1/2016 0:00:00,44640.00,"3.45E+05","cfm","1.54E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016125,"Quad Cities","Unit 1","C-14","3.16E-10","uCi/cc","","","",3/1/2016 0:00:00,4/1/2016 0:00:00,44640.00,"9.54E+04","cfm","4.26E+09","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016125,"Quad Cities","Unit 1","H-3","4.09E-09","uCi/cc","","","",3/1/2016 0:00:00,4/1/2016 0:00:00,44640.00,"9.54E+04","cfm","4.26E+09","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016126,"Quad Cities","Unit 2","C-14","1.96E-10","uCi/cc","","","",3/1/2016 0:00:00,4/1/2016 0:00:00,44640.00,"8.62E+04","cfm","3.85E+09","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016126,"Quad Cities","Unit 2","H-3","3.58E-09","uCi/cc","","","",3/1/2016 0:00:00,4/1/2016 0:00:00,44640.00,"8.62E+04","cfm","3.85E+09","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016127,"Quad Cities","Unit 1","CO-60","2.86E-13","uCi/cc","","","",4/5/2016 7:55:00,4/12/2016 9:30:00,10175.00,"3.30E+05","cfm","3.36E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016127,"Quad Cities","Unit 1","I-133","1.96E-12","uCi/cc","","","",4/5/2016 7:55:00,4/12/2016 9:30:00,10175.00,"3.30E+05","cfm","3.36E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016127,"Quad Cities","Unit 1","MN-54","1.07E-13","uCi/cc","","","",4/5/2016 7:55:00,4/12/2016 9:30:00,10175.00,"3.30E+05","cfm","3.36E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016131,"Quad Cities","Unit 2","CO-60","7.10E-13","uCi/cc","","","",4/5/2016 5:07:00,4/12/2016 4:48:00,10061.00,"9.60E+04","cfm","9.66E+08","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016133,"Quad Cities","Unit 1","I-131","2.82E-13","uCi/cc","","","",4/12/2016 9:30:00,4/19/2016 9:20:00,10070.00,"3.55E+05","cfm","3.57E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016133,"Quad Cities","Unit 1","I-133","1.45E-12","uCi/cc","","","",4/12/2016 9:30:00,4/19/2016 9:20:00,10070.00,"3.55E+05","cfm","3.57E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016137,"Quad Cities","Unit 2","CO-60","6.42E-13","uCi/cc","","","",4/12/2016 8:12:00,4/19/2016 7:55:00,10063.00,"9.60E+04","cfm","9.66E+08","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016139,"Quad Cities","Unit 1","AR-41","5.79E-07","uCi/cc","","","",4/6/2016 7:33:00,4/13/2016 7:35:00,10082.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016139,"Quad Cities","Unit 1","KR-85M","1.59E-06","uCi/cc","","","",4/6/2016 7:33:00,4/13/2016 7:35:00,10082.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016139,"Quad Cities","Unit 1","KR-87","1.10E-05","uCi/cc","","","",4/6/2016 7:33:00,4/13/2016 7:35:00,10082.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016139,"Quad Cities","Unit 1","KR-88","6.82E-06","uCi/cc","","","",4/6/2016 7:33:00,4/13/2016 7:35:00,10082.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016139,"Quad Cities","Unit 1","XE-133","6.13E-07","uCi/cc","","","",4/6/2016 7:33:00,4/13/2016 7:35:00,10082.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016139,"Quad Cities","Unit 1","XE-135","9.68E-06","uCi/cc","","","",4/6/2016 7:33:00,4/13/2016 7:35:00,10082.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016139,"Quad Cities","Unit 1","XE-135M","7.47E-05","uCi/cc","","","",4/6/2016 7:33:00,4/13/2016 7:35:00,10082.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016139,"Quad Cities","Unit 1","XE-138","2.87E-04","uCi/cc","","","",4/6/2016 7:33:00,4/13/2016 7:35:00,10082.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016140,"Quad Cities","Unit 1","AR-41","6.32E-07","uCi/cc","","","",4/13/2016 7:35:00,4/20/2016 10:40:00,10265.00,"2.40E+01","cfm","2.46E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016140,"Quad Cities","Unit 1","KR-85M","1.74E-06","uCi/cc","","","",4/13/2016 7:35:00,4/20/2016 10:40:00,10265.00,"2.40E+01","cfm","2.46E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016140,"Quad Cities","Unit 1","KR-87","1.22E-05","uCi/cc","","","",4/13/2016 7:35:00,4/20/2016 10:40:00,10265.00,"2.40E+01","cfm","2.46E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016140,"Quad Cities","Unit 1","KR-88","7.66E-06","uCi/cc","","","",4/13/2016 7:35:00,4/20/2016 10:40:00,10265.00,"2.40E+01","cfm","2.46E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016140,"Quad Cities","Unit 1","XE-133","7.11E-07","uCi/cc","","","",4/13/2016 7:35:00,4/20/2016 10:40:00,10265.00,"2.40E+01","cfm","2.46E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016140,"Quad Cities","Unit 1","XE-135","1.04E-05","uCi/cc","","","",4/13/2016 7:35:00,4/20/2016 10:40:00,10265.00,"2.40E+01","cfm","2.46E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016140,"Quad Cities","Unit 1","XE-135M","8.09E-05","uCi/cc","","","",4/13/2016 7:35:00,4/20/2016 10:40:00,10265.00,"2.40E+01","cfm","2.46E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016140,"Quad Cities","Unit 1","XE-138","3.08E-04","uCi/cc","","","",4/13/2016 7:35:00,4/20/2016 10:40:00,10265.00,"2.40E+01","cfm","2.46E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016141,"Quad Cities","Unit 1","AR-41","6.35E-07","uCi/cc","","","",4/20/2016 10:40:00,4/27/2016 7:05:00,9865.00,"2.10E+01","cfm","2.07E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016141,"Quad Cities","Unit 1","KR-85M","1.70E-06","uCi/cc","","","",4/20/2016 10:40:00,4/27/2016 7:05:00,9865.00,"2.10E+01","cfm","2.07E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016141,"Quad Cities","Unit 1","KR-87","1.15E-05","uCi/cc","","","",4/20/2016 10:40:00,4/27/2016 7:05:00,9865.00,"2.10E+01","cfm","2.07E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016141,"Quad Cities","Unit 1","KR-88","7.27E-06","uCi/cc","","","",4/20/2016 10:40:00,4/27/2016 7:05:00,9865.00,"2.10E+01","cfm","2.07E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016141,"Quad Cities","Unit 1","XE-133","6.76E-07","uCi/cc","","","",4/20/2016 10:40:00,4/27/2016 7:05:00,9865.00,"2.10E+01","cfm","2.07E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016141,"Quad Cities","Unit 1","XE-135","1.05E-05","uCi/cc","","","",4/20/2016 10:40:00,4/27/2016 7:05:00,9865.00,"2.10E+01","cfm","2.07E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016141,"Quad Cities","Unit 1","XE-135M","7.82E-05","uCi/cc","","","",4/20/2016 10:40:00,4/27/2016 7:05:00,9865.00,"2.10E+01","cfm","2.07E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016141,"Quad Cities","Unit 1","XE-138","2.87E-04","uCi/cc","","","",4/20/2016 10:40:00,4/27/2016 7:05:00,9865.00,"2.10E+01","cfm","2.07E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016142,"Quad Cities","Unit 2","AR-41","8.05E-07","uCi/cc","","","",4/7/2016 3:34:00,4/20/2016 7:55:00,18981.00,"2.10E+01","cfm","3.99E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016142,"Quad Cities","Unit 2","KR-85M","3.21E-07","uCi/cc","","","",4/7/2016 3:34:00,4/20/2016 7:55:00,18981.00,"2.10E+01","cfm","3.99E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016142,"Quad Cities","Unit 2","KR-87","2.32E-06","uCi/cc","","","",4/7/2016 3:34:00,4/20/2016 7:55:00,18981.00,"2.10E+01","cfm","3.99E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016142,"Quad Cities","Unit 2","KR-88","1.37E-06","uCi/cc","","","",4/7/2016 3:34:00,4/20/2016 7:55:00,18981.00,"2.10E+01","cfm","3.99E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016142,"Quad Cities","Unit 2","XE-133","1.14E-07","uCi/cc","","","",4/7/2016 3:34:00,4/20/2016 7:55:00,18981.00,"2.10E+01","cfm","3.99E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016142,"Quad Cities","Unit 2","XE-135","1.67E-06","uCi/cc","","","",4/7/2016 3:34:00,4/20/2016 7:55:00,18981.00,"2.10E+01","cfm","3.99E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016142,"Quad Cities","Unit 2","XE-135M","1.27E-05","uCi/cc","","","",4/7/2016 3:34:00,4/20/2016 7:55:00,18981.00,"2.10E+01","cfm","3.99E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016142,"Quad Cities","Unit 2","XE-138","5.27E-05","uCi/cc","","","",4/7/2016 3:34:00,4/20/2016 7:55:00,18981.00,"2.10E+01","cfm","3.99E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016143,"Quad Cities","Unit 2","AR-41","7.63E-07","uCi/cc","","","",4/20/2016 7:55:00,4/27/2016 7:10:00,10035.00,"2.10E+01","cfm","2.11E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016143,"Quad Cities","Unit 2","KR-85M","3.34E-07","uCi/cc","","","",4/20/2016 7:55:00,4/27/2016 7:10:00,10035.00,"2.10E+01","cfm","2.11E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016143,"Quad Cities","Unit 2","KR-87","2.27E-06","uCi/cc","","","",4/20/2016 7:55:00,4/27/2016 7:10:00,10035.00,"2.10E+01","cfm","2.11E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016143,"Quad Cities","Unit 2","KR-88","1.35E-06","uCi/cc","","","",4/20/2016 7:55:00,4/27/2016 7:10:00,10035.00,"2.10E+01","cfm","2.11E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016143,"Quad Cities","Unit 2","XE-133","1.43E-07","uCi/cc","","","",4/20/2016 7:55:00,4/27/2016 7:10:00,10035.00,"2.10E+01","cfm","2.11E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016143,"Quad Cities","Unit 2","XE-135","1.64E-06","uCi/cc","","","",4/20/2016 7:55:00,4/27/2016 7:10:00,10035.00,"2.10E+01","cfm","2.11E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016143,"Quad Cities","Unit 2","XE-135M","1.33E-05","uCi/cc","","","",4/20/2016 7:55:00,4/27/2016 7:10:00,10035.00,"2.10E+01","cfm","2.11E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016143,"Quad Cities","Unit 2","XE-138","5.55E-05","uCi/cc","","","",4/20/2016 7:55:00,4/27/2016 7:10:00,10035.00,"2.10E+01","cfm","2.11E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016144,"Quad Cities","Unit 1","CO-60","1.85E-13","uCi/cc","","","",4/19/2016 9:20:00,4/26/2016 9:52:00,10112.00,"3.67E+05","cfm","3.71E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016144,"Quad Cities","Unit 1","I-131","6.15E-13","uCi/cc","","","",4/19/2016 9:20:00,4/26/2016 9:52:00,10112.00,"3.67E+05","cfm","3.71E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016144,"Quad Cities","Unit 1","I-133","1.41E-12","uCi/cc","","","",4/19/2016 9:20:00,4/26/2016 9:52:00,10112.00,"3.67E+05","cfm","3.71E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016151,"Quad Cities","Unit 1","AR-41","8.06E-07","uCi/cc","","","",4/27/2016 7:05:00,5/4/2016 7:10:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016151,"Quad Cities","Unit 1","KR-85M","1.66E-06","uCi/cc","","","",4/27/2016 7:05:00,5/4/2016 7:10:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016151,"Quad Cities","Unit 1","KR-87","1.08E-05","uCi/cc","","","",4/27/2016 7:05:00,5/4/2016 7:10:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016151,"Quad Cities","Unit 1","KR-88","7.29E-06","uCi/cc","","","",4/27/2016 7:05:00,5/4/2016 7:10:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016151,"Quad Cities","Unit 1","XE-133","6.69E-07","uCi/cc","","","",4/27/2016 7:05:00,5/4/2016 7:10:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016151,"Quad Cities","Unit 1","XE-135","9.83E-06","uCi/cc","","","",4/27/2016 7:05:00,5/4/2016 7:10:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016151,"Quad Cities","Unit 1","XE-135M","7.05E-05","uCi/cc","","","",4/27/2016 7:05:00,5/4/2016 7:10:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016151,"Quad Cities","Unit 1","XE-138","2.63E-04","uCi/cc","","","",4/27/2016 7:05:00,5/4/2016 7:10:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016152,"Quad Cities","Unit 2","AR-41","9.99E-07","uCi/cc","","","",4/27/2016 7:10:00,5/4/2016 7:15:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016152,"Quad Cities","Unit 2","KR-85M","3.20E-07","uCi/cc","","","",4/27/2016 7:10:00,5/4/2016 7:15:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016152,"Quad Cities","Unit 2","KR-87","2.23E-06","uCi/cc","","","",4/27/2016 7:10:00,5/4/2016 7:15:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016152,"Quad Cities","Unit 2","KR-88","1.35E-06","uCi/cc","","","",4/27/2016 7:10:00,5/4/2016 7:15:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016152,"Quad Cities","Unit 2","XE-133","1.62E-07","uCi/cc","","","",4/27/2016 7:10:00,5/4/2016 7:15:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016152,"Quad Cities","Unit 2","XE-135","1.68E-06","uCi/cc","","","",4/27/2016 7:10:00,5/4/2016 7:15:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016152,"Quad Cities","Unit 2","XE-135M","1.22E-05","uCi/cc","","","",4/27/2016 7:10:00,5/4/2016 7:15:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016152,"Quad Cities","Unit 2","XE-138","5.38E-05","uCi/cc","","","",4/27/2016 7:10:00,5/4/2016 7:15:00,10085.00,"2.20E+01","cfm","2.22E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016153,"Quad Cities","Unit 1","I-131","3.36E-13","uCi/cc","","","",4/26/2016 9:52:00,5/3/2016 9:41:00,10069.00,"3.64E+05","cfm","3.67E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016153,"Quad Cities","Unit 1","I-133","1.58E-12","uCi/cc","","","",4/26/2016 9:52:00,5/3/2016 9:41:00,10069.00,"3.64E+05","cfm","3.67E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016159,"Quad Cities","Unit 1","XE-133","8.12E-06","uCi/cc","","","",2/2/2016 18:08:00,2/2/2016 19:01:00,53.00,"9.60E+04","cfm","5.09E+06","cf","Reactor Vent NG Unit 1","Reactor Vent NG Unit 1","mixed","","C",100
2016160,"Quad Cities","Unit 1","AR-41","7.17E-07","uCi/cc","","","",5/4/2016 7:10:00,5/11/2016 7:05:00,10075.00,"2.10E+01","cfm","2.12E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016160,"Quad Cities","Unit 1","KR-85M","1.85E-06","uCi/cc","","","",5/4/2016 7:10:00,5/11/2016 7:05:00,10075.00,"2.10E+01","cfm","2.12E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016160,"Quad Cities","Unit 1","KR-87","1.27E-05","uCi/cc","","","",5/4/2016 7:10:00,5/11/2016 7:05:00,10075.00,"2.10E+01","cfm","2.12E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016160,"Quad Cities","Unit 1","KR-88","7.88E-06","uCi/cc","","","",5/4/2016 7:10:00,5/11/2016 7:05:00,10075.00,"2.10E+01","cfm","2.12E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016160,"Quad Cities","Unit 1","XE-133","7.69E-07","uCi/cc","","","",5/4/2016 7:10:00,5/11/2016 7:05:00,10075.00,"2.10E+01","cfm","2.12E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016160,"Quad Cities","Unit 1","XE-135","1.12E-05","uCi/cc","","","",5/4/2016 7:10:00,5/11/2016 7:05:00,10075.00,"2.10E+01","cfm","2.12E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016160,"Quad Cities","Unit 1","XE-135M","8.55E-05","uCi/cc","","","",5/4/2016 7:10:00,5/11/2016 7:05:00,10075.00,"2.10E+01","cfm","2.12E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016160,"Quad Cities","Unit 1","XE-138","3.31E-04","uCi/cc","","","",5/4/2016 7:10:00,5/11/2016 7:05:00,10075.00,"2.10E+01","cfm","2.12E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016161,"Quad Cities","Unit 2","AR-41","9.46E-07","uCi/cc","","","",5/4/2016 7:15:00,5/11/2016 7:11:00,10076.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016161,"Quad Cities","Unit 2","KR-85M","3.08E-07","uCi/cc","","","",5/4/2016 7:15:00,5/11/2016 7:11:00,10076.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016161,"Quad Cities","Unit 2","KR-87","2.26E-06","uCi/cc","","","",5/4/2016 7:15:00,5/11/2016 7:11:00,10076.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016161,"Quad Cities","Unit 2","KR-88","1.27E-06","uCi/cc","","","",5/4/2016 7:15:00,5/11/2016 7:11:00,10076.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016161,"Quad Cities","Unit 2","XE-133","1.13E-07","uCi/cc","","","",5/4/2016 7:15:00,5/11/2016 7:11:00,10076.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016161,"Quad Cities","Unit 2","XE-135","1.68E-06","uCi/cc","","","",5/4/2016 7:15:00,5/11/2016 7:11:00,10076.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016161,"Quad Cities","Unit 2","XE-135M","1.46E-05","uCi/cc","","","",5/4/2016 7:15:00,5/11/2016 7:11:00,10076.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016161,"Quad Cities","Unit 2","XE-138","5.68E-05","uCi/cc","","","",5/4/2016 7:15:00,5/11/2016 7:11:00,10076.00,"2.10E+01","cfm","2.12E+05","cf","Unit 2 Gland Seal","Unit 2 Gland Seal","elevated","","C",100
2016162,"Quad Cities","Unit 1","C-14","4.75E-09","uCi/cc","","","",4/1/2016 0:00:00,5/1/2016 0:00:00,43200.00,"3.50E+05","cfm","1.51E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016162,"Quad Cities","Unit 1","H-3","9.70E-09","uCi/cc","","","",4/1/2016 0:00:00,5/1/2016 0:00:00,43200.00,"3.50E+05","cfm","1.51E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016162,"Quad Cities","Unit 1","SR-89","1.72E-13","uCi/cc","","","",4/1/2016 0:00:00,5/1/2016 0:00:00,43200.00,"3.50E+05","cfm","1.51E+10","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016163,"Quad Cities","Unit 1","C-14","3.24E-10","uCi/cc","","","",4/1/2016 0:00:00,5/1/2016 0:00:00,43200.00,"9.10E+04","cfm","3.93E+09","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016163,"Quad Cities","Unit 1","H-3","5.52E-09","uCi/cc","","","",4/1/2016 0:00:00,5/1/2016 0:00:00,43200.00,"9.10E+04","cfm","3.93E+09","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016164,"Quad Cities","Unit 2","C-14","2.53E-10","uCi/cc","","","",4/1/2016 0:00:00,5/1/2016 0:00:00,43200.00,"8.78E+04","cfm","3.79E+09","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016164,"Quad Cities","Unit 2","H-3","3.05E-09","uCi/cc","","","",4/1/2016 0:00:00,5/1/2016 0:00:00,43200.00,"8.78E+04","cfm","3.79E+09","cf","Reactor Vent IP Unit 2","Reactor Vent IP Unit 2","mixed","","C",100
2016165,"Quad Cities","Unit 1","I-133","1.84E-12","uCi/cc","","","",5/3/2016 9:41:00,5/10/2016 9:02:00,10041.00,"3.62E+05","cfm","3.63E+09","cf","Main Chimney IP Unit 1+2","Main Chimney IP Unit 1+2","elevated","","C",100
2016167,"Quad Cities","Unit 1","CO-60","7.81E-13","uCi/cc","","","",5/3/2016 8:45:00,5/10/2016 7:50:00,10025.00,"9.60E+04","cfm","9.62E+08","cf","Reactor Vent IP Unit 1","Reactor Vent IP Unit 1","mixed","","C",100
2016171,"Quad Cities","Unit 1","AR-41","1.06E-06","uCi/cc","","","",5/11/2016 7:05:00,5/18/2016 7:39:00,10114.00,"2.20E+01","cfm","2.23E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016171,"Quad Cities","Unit 1","KR-85M","1.85E-06","uCi/cc","","","",5/11/2016 7:05:00,5/18/2016 7:39:00,10114.00,"2.20E+01","cfm","2.23E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
2016171,"Quad Cities","Unit 1","KR-87","1.22E-05","uCi/cc","","","",5/11/2016 7:05:00,5/18/2016 7:39:00,10114.00,"2.20E+01","cfm","2.23E+05","cf","Unit 1 Gland Seal","Unit 1 Gland Seal","elevated","","C",100
